batch_id,variety_id,method,sow_date,ready_from,seeds_sown,seedlings_ready,seedlings_sold,seedlings_unsold,germination_rate,seed_cost_inr,raising_cost_inr
B00785,V15,Nursery bed,2024-07-07,2024-08-01,13833,10427,9200,1227,0.754,11066.4,834.16
B00786,V15,Nursery bed,2024-08-07,2024-09-01,4211,3459,3100,359,0.822,3368.8,276.72
B00787,V15,Nursery bed,2024-09-06,2024-10-01,4102,3163,2800,363,0.771,3281.6,253.04
B00788,V15,Nursery bed,2024-11-06,2024-12-01,6497,5446,5000,446,0.838,5197.6,435.68
B00789,V15,Nursery bed,2025-01-07,2025-02-01,6091,4499,4000,499,0.739,4872.8,381.52
B00790,V15,Nursery bed,2025-05-07,2025-06-01,2439,1905,1700,205,0.781,1951.2,161.54
B00791,V15,Nursery bed,2025-06-06,2025-07-01,34853,27320,24200,3120,0.784,27882.4,2316.74
B00792,V15,Nursery bed,2025-07-07,2025-08-01,28680,24473,22700,1773,0.853,22944.0,2075.31
B00793,V15,Nursery bed,2025-08-07,2025-09-01,6729,5073,4300,773,0.754,5383.2,430.19
B00794,V15,Nursery bed,2025-09-06,2025-10-01,8159,6993,6300,693,0.857,6527.2,593.01
B00795,V15,Nursery bed,2025-10-07,2025-11-01,24255,19100,17000,2100,0.787,19404.0,1619.68
B00796,V15,Nursery bed,2025-11-06,2025-12-01,7029,5608,4900,708,0.798,5623.2,475.56
B00797,V15,Nursery bed,2025-12-07,2026-01-01,4909,3895,3400,495,0.794,3927.2,348.99
B00798,V15,Nursery bed,2026-03-07,2026-04-01,2779,2299,2100,199,0.828,2223.2,205.99
B00799,V15,Nursery bed,2026-04-06,2026-05-01,4938,4034,3600,434,0.817,3950.4,361.45
B00800,V15,Nursery bed,2026-05-07,2026-06-01,6956,5939,5300,639,0.854,5564.8,532.13
B00801,V15,Nursery bed,2026-06-06,2026-07-01,12327,10222,9600,622,0.829,9861.6,915.89
B00802,V15,Nursery bed,2026-07-07,2026-08-01,5651,4578,4300,278,0.81,4520.8,410.19
B00803,V15,Pro-tray,2023-12-07,2024-01-01,4244,3933,3600,333,0.927,3395.2,1101.24
B00804,V15,Pro-tray,2024-01-07,2024-02-01,11611,10733,9700,1033,0.924,9288.8,3005.24
B00805,V15,Pro-tray,2024-02-05,2024-03-01,9667,9061,8500,561,0.937,7733.6,2537.08
B00806,V15,Pro-tray,2024-03-07,2024-04-01,2465,2211,2000,211,0.897,1972.0,619.08
B00807,V15,Pro-tray,2024-04-06,2024-05-01,8805,7964,7500,464,0.905,7044.0,2229.92
B00808,V15,Pro-tray,2024-05-07,2024-06-01,11715,10662,9480,1182,0.91,9372.0,2985.36
B00809,V15,Pro-tray,2024-06-06,2024-07-01,34851,32458,30170,2288,0.931,27880.8,9088.24
B00810,V15,Pro-tray,2024-07-07,2024-08-01,16001,14398,12990,1408,0.9,12800.8,4031.44
B00811,V15,Pro-tray,2024-08-07,2024-09-01,15125,14198,12920,1278,0.939,12100.0,3975.44
B00812,V15,Pro-tray,2024-09-06,2024-10-01,18661,17369,14910,2459,0.931,14928.8,4863.32
B00813,V15,Pro-tray,2024-10-07,2024-11-01,23995,21425,18900,2525,0.893,19196.0,5999.0
B00814,V15,Pro-tray,2024-12-07,2025-01-01,12933,11540,10000,1540,0.892,10346.4,3425.07
B00815,V15,Pro-tray,2025-01-07,2025-02-01,12241,11081,9800,1281,0.905,9792.8,3288.84
B00816,V15,Pro-tray,2025-02-04,2025-03-01,7642,7220,6670,550,0.945,6113.6,2142.9
B00817,V15,Pro-tray,2025-03-07,2025-04-01,5941,5492,4900,592,0.924,4752.8,1630.03
B00818,V15,Pro-tray,2025-04-06,2025-05-01,1608,1489,1400,89,0.926,1286.4,441.94
B00819,V15,Pro-tray,2025-05-07,2025-06-01,13037,11565,9970,1595,0.887,10429.6,3432.49
B00820,V15,Pro-tray,2025-06-06,2025-07-01,31117,28007,24600,3407,0.9,24893.6,8312.48
B00821,V15,Pro-tray,2025-07-07,2025-08-01,34860,32368,30130,2238,0.929,27888.0,9606.82
B00822,V15,Pro-tray,2025-08-07,2025-09-01,28021,25447,23890,1557,0.908,22416.8,7552.67
B00823,V15,Pro-tray,2025-09-06,2025-10-01,39382,34955,30000,4955,0.888,31505.6,10374.64
B00824,V15,Pro-tray,2025-10-07,2025-11-01,7910,7320,6700,620,0.925,6328.0,2172.58
B00825,V15,Pro-tray,2025-11-06,2025-12-01,160,147,130,17,0.919,128.0,43.63
B00826,V15,Pro-tray,2025-12-07,2026-01-01,10149,8944,8170,774,0.881,8119.2,2804.84
B00827,V15,Pro-tray,2026-01-07,2026-02-01,11555,10631,9700,931,0.92,9244.0,3333.88
B00828,V15,Pro-tray,2026-02-04,2026-03-01,4195,3777,3400,377,0.9,3356.0,1184.47
B00829,V15,Pro-tray,2026-03-07,2026-04-01,5046,4699,4100,599,0.931,4036.8,1473.61
B00830,V15,Pro-tray,2026-04-06,2026-05-01,7676,7073,6150,923,0.922,6140.8,2218.09
B00831,V15,Pro-tray,2026-05-07,2026-06-01,45880,40832,38140,2692,0.89,36704.0,12804.92
B00832,V15,Pro-tray,2026-06-06,2026-07-01,51938,48470,44650,3820,0.933,41550.4,15200.19
B00833,V15,Pro-tray,2026-07-07,2026-08-01,63460,56731,53270,3461,0.894,50768.0,17790.84
B00834,V16,Nursery bed,2024-04-14,2024-06-01,88926,69480,62000,7480,0.781,177.85,5558.4
B00835,V16,Nursery bed,2024-05-14,2024-07-01,699778,531574,484800,46774,0.76,1399.56,42525.92
B00836,V16,Nursery bed,2024-06-14,2024-08-01,2584486,2210559,2040200,170359,0.855,5168.97,176844.72
B00837,V16,Nursery bed,2024-07-15,2024-09-01,2648903,2059774,1876700,183074,0.778,5297.81,164781.92
B00838,V16,Nursery bed,2024-08-14,2024-10-01,293626,234815,202900,31915,0.8,587.25,18785.2
B00839,V16,Nursery bed,2025-04-14,2025-06-01,130219,110382,100100,10282,0.848,260.44,9360.39
B00840,V16,Nursery bed,2025-05-14,2025-07-01,1608616,1252278,1113500,138778,0.778,3217.23,106193.17
B00841,V16,Nursery bed,2025-06-14,2025-08-01,2946846,2487081,2345400,141681,0.844,5893.69,210904.47
B00842,V16,Nursery bed,2025-07-15,2025-09-01,2114866,1810679,1574700,235979,0.856,4229.73,153545.58
B00843,V16,Nursery bed,2025-08-14,2025-10-01,416341,326444,289000,37444,0.784,832.68,27682.45
B00844,V16,Nursery bed,2026-04-14,2026-06-01,310174,265142,246400,18742,0.855,620.35,23756.72
B00845,V16,Nursery bed,2026-05-14,2026-07-01,1547514,1318251,1227100,91151,0.852,3095.03,118115.29
B00846,V16,Nursery bed,2026-06-14,2026-08-01,2423044,2071102,1969000,102102,0.855,4846.09,185570.74
