customer_id,customer_type,village,distance_km,first_order_date
C1618,Retail farmer,Mithapura,1,2025-08-14
C1619,Retail farmer,Dakor,12,2025-08-14
C1620,Retail farmer,Umreth,22,2025-08-14
C1621,Wholesale / dealer,Anand,42,2025-08-14
C1622,Retail farmer,Nadiad,38,2025-08-14
C1623,Retail farmer,Kapadvanj,40,2025-08-14
C1624,Retail farmer,Kapadvanj,40,2025-08-14
C1625,Home gardener,Dakor,12,2025-08-15
C1626,Retail farmer,Balasinor,28,2025-08-15
C1627,Home gardener,Umreth,22,2025-08-15
C1628,Retail farmer,Dakor,12,2025-08-15
C1629,Wholesale / dealer,Dakor,12,2025-08-15
C1630,Retail farmer,Thasra,9,2025-08-15
C1631,Retail farmer,Anand,42,2025-08-15
C1632,Wholesale / dealer,Thasra,9,2025-08-15
C1633,Retail farmer,Jesapura,1,2025-08-15
C1634,Retail farmer,Jesapura,1,2025-08-16
C1635,Retail farmer,Mahudha,30,2025-08-16
C1636,Retail farmer,Mithapura,1,2025-08-16
C1637,Retail farmer,Dakor,12,2025-08-16
C1638,Retail farmer,Balasinor,28,2025-08-16
C1639,Retail farmer,Mithapura,1,2025-08-16
C1640,Retail farmer,Dakor,12,2025-08-16
C1641,Wholesale / dealer,Balasinor,28,2025-08-16
C1642,Retail farmer,Mithapura,1,2025-08-17
C1643,Retail farmer,Thasra,9,2025-08-17
C1644,Retail farmer,Anand,42,2025-08-17
C1645,Retail farmer,Kathlal,35,2025-08-17
C1646,Retail farmer,Dakor,12,2025-08-17
C1647,Retail farmer,Umreth,22,2025-08-18
C1648,Retail farmer,Dakor,12,2025-08-18
C1649,Retail farmer,Sevalia,18,2025-08-18
C1650,Retail farmer,Kathlal,35,2025-08-18
C1651,Retail farmer,Kapadvanj,40,2025-08-18
C1652,Retail farmer,Kapadvanj,40,2025-08-18
C1653,Home gardener,Anand,42,2025-08-18
C1654,Retail farmer,Dakor,12,2025-08-18
C1655,Retail farmer,Kapadvanj,40,2025-08-18
C1656,Retail farmer,Thasra,9,2025-08-19
C1657,Retail farmer,Kapadvanj,40,2025-08-19
C1658,Retail farmer,Nadiad,38,2025-08-19
C1659,Retail farmer,Dakor,12,2025-08-19
C1660,Retail farmer,Kathlal,35,2025-08-19
C1661,Retail farmer,Thasra,9,2025-08-20
C1662,Retail farmer,Umreth,22,2025-08-20
C1663,Retail farmer,Nadiad,38,2025-08-20
C1664,Retail farmer,Thasra,9,2025-08-20
C1665,Retail farmer,Mithapura,1,2025-08-20
C1666,Retail farmer,Mahudha,30,2025-08-21
C1667,Retail farmer,Balasinor,28,2025-08-21
C1668,Wholesale / dealer,Jesapura,1,2025-08-21
C1669,Retail farmer,Thasra,9,2025-08-21
C1670,Retail farmer,Mithapura,1,2025-08-21
C1671,Retail farmer,Dakor,12,2025-08-21
C1672,Wholesale / dealer,Dakor,12,2025-08-22
C1673,Retail farmer,Thasra,9,2025-08-22
C1674,Home gardener,Dakor,12,2025-08-22
C1675,Retail farmer,Jesapura,1,2025-08-22
C1676,Retail farmer,Mahudha,30,2025-08-22
C1677,Retail farmer,Mithapura,1,2025-08-22
C1678,Retail farmer,Thasra,9,2025-08-22
C1679,Wholesale / dealer,Kapadvanj,40,2025-08-23
C1680,Retail farmer,Jesapura,1,2025-08-23
C1681,Wholesale / dealer,Kapadvanj,40,2025-08-23
C1682,Wholesale / dealer,Balasinor,28,2025-08-23
C1683,Retail farmer,Balasinor,28,2025-08-24
C1684,Retail farmer,Anand,42,2025-08-24
C1685,Retail farmer,Mithapura,1,2025-08-24
C1686,Home gardener,Kathlal,35,2025-08-24
C1687,Retail farmer,Thasra,9,2025-08-24
C1688,Retail farmer,Thasra,9,2025-08-24
C1689,Retail farmer,Thasra,9,2025-08-24
C1690,Wholesale / dealer,Thasra,9,2025-08-24
C1691,Home gardener,Nadiad,38,2025-08-24
C1692,Retail farmer,Jesapura,1,2025-08-24
C1693,Retail farmer,Jesapura,1,2025-08-24
C1694,Retail farmer,Dakor,12,2025-08-24
C1695,Wholesale / dealer,Kathlal,35,2025-08-24
C1696,Retail farmer,Dakor,12,2025-08-24
C1697,Wholesale / dealer,Balasinor,28,2025-08-24
C1698,Retail farmer,Jesapura,1,2025-08-24
C1699,Wholesale / dealer,Nadiad,38,2025-08-24
C1700,Retail farmer,Thasra,9,2025-08-25
C1701,Wholesale / dealer,Nadiad,38,2025-08-25
C1702,Retail farmer,Thasra,9,2025-08-25
C1703,Retail farmer,Thasra,9,2025-08-25
C1704,Retail farmer,Nadiad,38,2025-08-25
C1705,Wholesale / dealer,Thasra,9,2025-08-25
C1706,Retail farmer,Thasra,9,2025-08-26
C1707,Retail farmer,Umreth,22,2025-08-26
C1708,Home gardener,Kathlal,35,2025-08-26
C1709,Retail farmer,Kathlal,35,2025-08-26
C1710,Home gardener,Kathlal,35,2025-08-26
C1711,Home gardener,Umreth,22,2025-08-26
C1712,Retail farmer,Nadiad,38,2025-08-26
C1713,Retail farmer,Thasra,9,2025-08-27
C1714,Retail farmer,Kapadvanj,40,2025-08-27
C1715,Retail farmer,Mahudha,30,2025-08-27
C1716,Home gardener,Nadiad,38,2025-08-27
C1717,Retail farmer,Kathlal,35,2025-08-27
C1718,Home gardener,Kathlal,35,2025-08-27
C1719,Retail farmer,Umreth,22,2025-08-28
C1720,Retail farmer,Dakor,12,2025-08-28
C1721,Retail farmer,Anand,42,2025-08-28
C1722,Retail farmer,Thasra,9,2025-08-28
C1723,Retail farmer,Balasinor,28,2025-08-28
C1724,Wholesale / dealer,Dakor,12,2025-08-29
C1725,Retail farmer,Mahudha,30,2025-08-29
C1726,Retail farmer,Kapadvanj,40,2025-08-29
C1727,Retail farmer,Nadiad,38,2025-08-29
C1728,Wholesale / dealer,Anand,42,2025-08-29
C1729,Retail farmer,Jesapura,1,2025-08-30
C1730,Retail farmer,Kathlal,35,2025-08-30
C1731,Retail farmer,Dakor,12,2025-08-30
C1732,Retail farmer,Thasra,9,2025-08-30
C1733,Retail farmer,Anand,42,2025-08-31
C1734,Retail farmer,Thasra,9,2025-08-31
C1735,Retail farmer,Dakor,12,2025-08-31
C1736,Wholesale / dealer,Anand,42,2025-08-31
C1737,Retail farmer,Anand,42,2025-08-31
C1738,Retail farmer,Jesapura,1,2025-09-01
C1739,Retail farmer,Dakor,12,2025-09-01
C1740,Retail farmer,Kathlal,35,2025-09-01
C1741,Retail farmer,Sevalia,18,2025-09-01
C1742,Retail farmer,Anand,42,2025-09-01
C1743,Retail farmer,Thasra,9,2025-09-01
C1744,Retail farmer,Kathlal,35,2025-09-01
C1745,Retail farmer,Dakor,12,2025-09-02
C1746,Retail farmer,Nadiad,38,2025-09-02
C1747,Retail farmer,Sevalia,18,2025-09-02
C1748,Retail farmer,Nadiad,38,2025-09-03
C1749,Home gardener,Kapadvanj,40,2025-09-03
C1750,Retail farmer,Balasinor,28,2025-09-03
C1751,Retail farmer,Thasra,9,2025-09-03
C1752,Retail farmer,Thasra,9,2025-09-04
C1753,Retail farmer,Balasinor,28,2025-09-04
C1754,Retail farmer,Thasra,9,2025-09-04
C1755,Retail farmer,Sevalia,18,2025-09-05
C1756,Retail farmer,Anand,42,2025-09-05
C1757,Retail farmer,Kathlal,35,2025-09-05
C1758,Retail farmer,Umreth,22,2025-09-05
C1759,Wholesale / dealer,Jesapura,1,2025-09-06
C1760,Retail farmer,Umreth,22,2025-09-06
C1761,Retail farmer,Umreth,22,2025-09-06
C1762,Retail farmer,Dakor,12,2025-09-06
C1763,Retail farmer,Dakor,12,2025-09-06
C1764,Retail farmer,Kapadvanj,40,2025-09-06
C1765,Retail farmer,Mahudha,30,2025-09-06
C1766,Retail farmer,Mahudha,30,2025-09-06
C1767,Wholesale / dealer,Sevalia,18,2025-09-07
C1768,Retail farmer,Umreth,22,2025-09-07
C1769,Retail farmer,Kapadvanj,40,2025-09-07
C1770,Retail farmer,Anand,42,2025-09-07
C1771,Retail farmer,Mahudha,30,2025-09-07
C1772,Wholesale / dealer,Nadiad,38,2025-09-07
C1773,Retail farmer,Mahudha,30,2025-09-07
C1774,Retail farmer,Nadiad,38,2025-09-07
C1775,Retail farmer,Mithapura,1,2025-09-08
C1776,Retail farmer,Sevalia,18,2025-09-08
C1777,Wholesale / dealer,Mahudha,30,2025-09-08
C1778,Wholesale / dealer,Dakor,12,2025-09-09
C1779,Home gardener,Kapadvanj,40,2025-09-09
C1780,Retail farmer,Jesapura,1,2025-09-09
C1781,Retail farmer,Dakor,12,2025-09-09
C1782,Retail farmer,Mithapura,1,2025-09-09
C1783,Retail farmer,Nadiad,38,2025-09-09
C1784,Retail farmer,Umreth,22,2025-09-10
C1785,Retail farmer,Nadiad,38,2025-09-10
C1786,Wholesale / dealer,Thasra,9,2025-09-11
C1787,Retail farmer,Sevalia,18,2025-09-11
C1788,Home gardener,Kathlal,35,2025-09-11
C1789,Retail farmer,Balasinor,28,2025-09-11
C1790,Retail farmer,Mithapura,1,2025-09-11
C1791,Retail farmer,Dakor,12,2025-09-11
C1792,Retail farmer,Nadiad,38,2025-09-12
C1793,Retail farmer,Anand,42,2025-09-12
C1794,Retail farmer,Kapadvanj,40,2025-09-12
C1795,Home gardener,Umreth,22,2025-09-12
C1796,Retail farmer,Thasra,9,2025-09-12
C1797,Retail farmer,Thasra,9,2025-09-13
C1798,Home gardener,Mahudha,30,2025-09-13
C1799,Retail farmer,Thasra,9,2025-09-13
C1800,Retail farmer,Kathlal,35,2025-09-13
C1801,Wholesale / dealer,Mithapura,1,2025-09-13
C1802,Retail farmer,Thasra,9,2025-09-13
C1803,Retail farmer,Nadiad,38,2025-09-13
C1804,Retail farmer,Thasra,9,2025-09-14
C1805,Retail farmer,Sevalia,18,2025-09-14
C1806,Retail farmer,Kapadvanj,40,2025-09-14
C1807,Retail farmer,Thasra,9,2025-09-14
C1808,Retail farmer,Nadiad,38,2025-09-14
C1809,Retail farmer,Kathlal,35,2025-09-14
C1810,Retail farmer,Dakor,12,2025-09-14
C1811,Retail farmer,Mahudha,30,2025-09-14
C1812,Retail farmer,Nadiad,38,2025-09-14
C1813,Retail farmer,Mithapura,1,2025-09-15
C1814,Retail farmer,Sevalia,18,2025-09-15
C1815,Home gardener,Sevalia,18,2025-09-15
C1816,Retail farmer,Balasinor,28,2025-09-15
C1817,Retail farmer,Sevalia,18,2025-09-15
C1818,Retail farmer,Jesapura,1,2025-09-16
C1819,Retail farmer,Sevalia,18,2025-09-16
C1820,Retail farmer,Kapadvanj,40,2025-09-16
C1821,Retail farmer,Nadiad,38,2025-09-16
C1822,Home gardener,Mithapura,1,2025-09-16
C1823,Retail farmer,Mahudha,30,2025-09-17
C1824,Retail farmer,Jesapura,1,2025-09-17
C1825,Home gardener,Sevalia,18,2025-09-17
C1826,Retail farmer,Mithapura,1,2025-09-17
C1827,Retail farmer,Thasra,9,2025-09-17
C1828,Retail farmer,Kathlal,35,2025-09-18
C1829,Retail farmer,Nadiad,38,2025-09-18
C1830,Retail farmer,Thasra,9,2025-09-19
C1831,Retail farmer,Kapadvanj,40,2025-09-19
C1832,Retail farmer,Kathlal,35,2025-09-20
C1833,Retail farmer,Dakor,12,2025-09-20
C1834,Retail farmer,Thasra,9,2025-09-20
C1835,Retail farmer,Jesapura,1,2025-09-20
C1836,Retail farmer,Mithapura,1,2025-09-20
C1837,Retail farmer,Nadiad,38,2025-09-21
C1838,Retail farmer,Nadiad,38,2025-09-21
C1839,Retail farmer,Thasra,9,2025-09-21
C1840,Retail farmer,Sevalia,18,2025-09-21
C1841,Retail farmer,Sevalia,18,2025-09-21
C1842,Retail farmer,Kathlal,35,2025-09-22
C1843,Retail farmer,Sevalia,18,2025-09-22
C1844,Wholesale / dealer,Mithapura,1,2025-09-22
C1845,Retail farmer,Thasra,9,2025-09-22
C1846,Retail farmer,Umreth,22,2025-09-23
C1847,Retail farmer,Thasra,9,2025-09-23
C1848,Retail farmer,Anand,42,2025-09-23
C1849,Retail farmer,Thasra,9,2025-09-23
C1850,Retail farmer,Thasra,9,2025-09-23
C1851,Retail farmer,Umreth,22,2025-09-23
C1852,Home gardener,Dakor,12,2025-09-23
C1853,Wholesale / dealer,Mahudha,30,2025-09-24
C1854,Retail farmer,Kapadvanj,40,2025-09-24
C1855,Retail farmer,Anand,42,2025-09-24
C1856,Home gardener,Sevalia,18,2025-09-24
C1857,Home gardener,Anand,42,2025-09-25
C1858,Retail farmer,Jesapura,1,2025-09-25
C1859,Retail farmer,Nadiad,38,2025-09-25
C1860,Retail farmer,Thasra,9,2025-09-25
C1861,Retail farmer,Sevalia,18,2025-09-26
C1862,Retail farmer,Sevalia,18,2025-09-26
C1863,Wholesale / dealer,Dakor,12,2025-09-26
C1864,Wholesale / dealer,Nadiad,38,2025-09-26
C1865,Home gardener,Nadiad,38,2025-09-26
C1866,Retail farmer,Balasinor,28,2025-09-26
C1867,Retail farmer,Kathlal,35,2025-09-26
C1868,Wholesale / dealer,Nadiad,38,2025-09-26
C1869,Retail farmer,Umreth,22,2025-09-27
C1870,Retail farmer,Umreth,22,2025-09-27
C1871,Retail farmer,Kathlal,35,2025-09-27
C1872,Retail farmer,Anand,42,2025-09-27
C1873,Retail farmer,Mithapura,1,2025-09-27
C1874,Retail farmer,Thasra,9,2025-09-27
C1875,Wholesale / dealer,Mahudha,30,2025-09-27
C1876,Retail farmer,Thasra,9,2025-09-28
C1877,Retail farmer,Kapadvanj,40,2025-09-28
C1878,Retail farmer,Mahudha,30,2025-09-28
C1879,Retail farmer,Balasinor,28,2025-09-28
C1880,Retail farmer,Umreth,22,2025-09-29
C1881,Wholesale / dealer,Umreth,22,2025-09-29
C1882,Retail farmer,Jesapura,1,2025-09-29
C1883,Retail farmer,Umreth,22,2025-09-29
C1884,Wholesale / dealer,Dakor,12,2025-09-29
C1885,Retail farmer,Anand,42,2025-09-29
C1886,Retail farmer,Mithapura,1,2025-09-29
C1887,Home gardener,Mithapura,1,2025-09-30
C1888,Retail farmer,Umreth,22,2025-09-30
C1889,Wholesale / dealer,Mahudha,30,2025-09-30
C1890,Retail farmer,Dakor,12,2025-10-01
C1891,Retail farmer,Mahudha,30,2025-10-01
C1892,Retail farmer,Kathlal,35,2025-10-01
C1893,Retail farmer,Mithapura,1,2025-10-01
C1894,Retail farmer,Nadiad,38,2025-10-02
C1895,Wholesale / dealer,Jesapura,1,2025-10-02
C1896,Retail farmer,Balasinor,28,2025-10-02
C1897,Retail farmer,Thasra,9,2025-10-02
C1898,Retail farmer,Nadiad,38,2025-10-03
C1899,Retail farmer,Kathlal,35,2025-10-03
C1900,Retail farmer,Dakor,12,2025-10-03
C1901,Retail farmer,Kathlal,35,2025-10-03
C1902,Retail farmer,Thasra,9,2025-10-03
C1903,Retail farmer,Nadiad,38,2025-10-03
C1904,Retail farmer,Kapadvanj,40,2025-10-03
C1905,Retail farmer,Kapadvanj,40,2025-10-04
C1906,Retail farmer,Anand,42,2025-10-05
C1907,Retail farmer,Sevalia,18,2025-10-05
C1908,Home gardener,Umreth,22,2025-10-06
C1909,Retail farmer,Kapadvanj,40,2025-10-06
C1910,Retail farmer,Kathlal,35,2025-10-06
C1911,Retail farmer,Umreth,22,2025-10-06
C1912,Retail farmer,Nadiad,38,2025-10-07
C1913,Retail farmer,Mahudha,30,2025-10-07
C1914,Retail farmer,Dakor,12,2025-10-07
C1915,Retail farmer,Nadiad,38,2025-10-08
C1916,Retail farmer,Sevalia,18,2025-10-08
C1917,Retail farmer,Umreth,22,2025-10-08
C1918,Retail farmer,Kapadvanj,40,2025-10-08
C1919,Retail farmer,Anand,42,2025-10-08
C1920,Home gardener,Thasra,9,2025-10-09
C1921,Retail farmer,Jesapura,1,2025-10-09
C1922,Retail farmer,Sevalia,18,2025-10-10
C1923,Retail farmer,Umreth,22,2025-10-10
C1924,Home gardener,Anand,42,2025-10-10
C1925,Home gardener,Balasinor,28,2025-10-11
C1926,Retail farmer,Thasra,9,2025-10-11
C1927,Retail farmer,Nadiad,38,2025-10-11
C1928,Retail farmer,Thasra,9,2025-10-12
C1929,Wholesale / dealer,Umreth,22,2025-10-12
C1930,Retail farmer,Thasra,9,2025-10-12
C1931,Retail farmer,Dakor,12,2025-10-12
C1932,Retail farmer,Nadiad,38,2025-10-12
C1933,Wholesale / dealer,Dakor,12,2025-10-13
C1934,Retail farmer,Mithapura,1,2025-10-13
C1935,Retail farmer,Mahudha,30,2025-10-14
C1936,Retail farmer,Umreth,22,2025-10-14
C1937,Retail farmer,Umreth,22,2025-10-14
C1938,Retail farmer,Nadiad,38,2025-10-15
C1939,Retail farmer,Kapadvanj,40,2025-10-16
C1940,Retail farmer,Anand,42,2025-10-16
C1941,Retail farmer,Kathlal,35,2025-10-16
C1942,Retail farmer,Anand,42,2025-10-16
C1943,Retail farmer,Thasra,9,2025-10-17
C1944,Retail farmer,Anand,42,2025-10-17
C1945,Retail farmer,Thasra,9,2025-10-17
C1946,Retail farmer,Sevalia,18,2025-10-17
C1947,Retail farmer,Thasra,9,2025-10-17
C1948,Retail farmer,Thasra,9,2025-10-17
C1949,Retail farmer,Mithapura,1,2025-10-17
C1950,Home gardener,Thasra,9,2025-10-17
C1951,Retail farmer,Nadiad,38,2025-10-17
C1952,Retail farmer,Nadiad,38,2025-10-17
C1953,Retail farmer,Thasra,9,2025-10-18
C1954,Retail farmer,Kapadvanj,40,2025-10-18
C1955,Retail farmer,Sevalia,18,2025-10-19
C1956,Retail farmer,Kathlal,35,2025-10-19
C1957,Retail farmer,Balasinor,28,2025-10-19
C1958,Retail farmer,Mahudha,30,2025-10-20
C1959,Retail farmer,Mithapura,1,2025-10-20
C1960,Retail farmer,Umreth,22,2025-10-20
C1961,Retail farmer,Dakor,12,2025-10-20
C1962,Retail farmer,Balasinor,28,2025-10-20
C1963,Home gardener,Kathlal,35,2025-10-20
C1964,Retail farmer,Sevalia,18,2025-10-20
C1965,Retail farmer,Thasra,9,2025-10-20
C1966,Retail farmer,Umreth,22,2025-10-21
C1967,Home gardener,Balasinor,28,2025-10-21
C1968,Retail farmer,Thasra,9,2025-10-21
C1969,Retail farmer,Mithapura,1,2025-10-21
C1970,Retail farmer,Dakor,12,2025-10-21
C1971,Retail farmer,Jesapura,1,2025-10-22
C1972,Wholesale / dealer,Mithapura,1,2025-10-22
C1973,Retail farmer,Dakor,12,2025-10-22
C1974,Retail farmer,Thasra,9,2025-10-22
C1975,Wholesale / dealer,Jesapura,1,2025-10-22
C1976,Retail farmer,Anand,42,2025-10-23
C1977,Wholesale / dealer,Anand,42,2025-10-23
C1978,Retail farmer,Jesapura,1,2025-10-23
C1979,Retail farmer,Jesapura,1,2025-10-23
C1980,Retail farmer,Nadiad,38,2025-10-23
C1981,Home gardener,Mithapura,1,2025-10-24
C1982,Retail farmer,Sevalia,18,2025-10-24
C1983,Home gardener,Jesapura,1,2025-10-25
C1984,Retail farmer,Kathlal,35,2025-10-26
C1985,Home gardener,Thasra,9,2025-10-26
C1986,Retail farmer,Thasra,9,2025-10-26
C1987,Retail farmer,Sevalia,18,2025-10-27
C1988,Retail farmer,Balasinor,28,2025-10-28
C1989,Retail farmer,Jesapura,1,2025-10-28
C1990,Retail farmer,Kathlal,35,2025-10-28
C1991,Retail farmer,Kapadvanj,40,2025-10-28
C1992,Retail farmer,Dakor,12,2025-10-28
C1993,Retail farmer,Umreth,22,2025-10-29
C1994,Retail farmer,Dakor,12,2025-10-29
C1995,Retail farmer,Nadiad,38,2025-10-29
C1996,Retail farmer,Jesapura,1,2025-10-30
C1997,Retail farmer,Sevalia,18,2025-10-31
C1998,Home gardener,Dakor,12,2025-10-31
C1999,Retail farmer,Umreth,22,2025-10-31
C2000,Retail farmer,Anand,42,2025-11-02
C2001,Retail farmer,Umreth,22,2025-11-02
C2002,Retail farmer,Mithapura,1,2025-11-02
C2003,Retail farmer,Dakor,12,2025-11-03
C2004,Home gardener,Mithapura,1,2025-11-03
C2005,Retail farmer,Sevalia,18,2025-11-03
C2006,Retail farmer,Anand,42,2025-11-04
C2007,Retail farmer,Dakor,12,2025-11-04
C2008,Retail farmer,Dakor,12,2025-11-05
C2009,Retail farmer,Anand,42,2025-11-05
C2010,Retail farmer,Mithapura,1,2025-11-06
C2011,Retail farmer,Mahudha,30,2025-11-06
C2012,Retail farmer,Thasra,9,2025-11-07
C2013,Retail farmer,Balasinor,28,2025-11-07
C2014,Retail farmer,Umreth,22,2025-11-07
C2015,Retail farmer,Umreth,22,2025-11-07
C2016,Retail farmer,Dakor,12,2025-11-08
C2017,Retail farmer,Sevalia,18,2025-11-08
C2018,Retail farmer,Jesapura,1,2025-11-09
C2019,Retail farmer,Nadiad,38,2025-11-09
C2020,Retail farmer,Jesapura,1,2025-11-09
C2021,Retail farmer,Nadiad,38,2025-11-10
C2022,Home gardener,Anand,42,2025-11-10
C2023,Wholesale / dealer,Thasra,9,2025-11-10
C2024,Retail farmer,Mahudha,30,2025-11-11
C2025,Retail farmer,Mithapura,1,2025-11-12
C2026,Home gardener,Thasra,9,2025-11-12
C2027,Retail farmer,Sevalia,18,2025-11-12
C2028,Retail farmer,Thasra,9,2025-11-12
C2029,Retail farmer,Nadiad,38,2025-11-13
C2030,Retail farmer,Thasra,9,2025-11-13
C2031,Retail farmer,Jesapura,1,2025-11-13
C2032,Retail farmer,Umreth,22,2025-11-14
C2033,Retail farmer,Mithapura,1,2025-11-15
C2034,Wholesale / dealer,Sevalia,18,2025-11-15
C2035,Retail farmer,Nadiad,38,2025-11-15
C2036,Home gardener,Umreth,22,2025-11-17
C2037,Retail farmer,Dakor,12,2025-11-17
C2038,Retail farmer,Jesapura,1,2025-11-17
C2039,Retail farmer,Dakor,12,2025-11-18
C2040,Retail farmer,Dakor,12,2025-11-18
C2041,Retail farmer,Kapadvanj,40,2025-11-19
C2042,Retail farmer,Kathlal,35,2025-11-21
C2043,Retail farmer,Dakor,12,2025-11-21
C2044,Retail farmer,Mahudha,30,2025-11-21
C2045,Retail farmer,Dakor,12,2025-11-24
C2046,Home gardener,Dakor,12,2025-11-24
C2047,Retail farmer,Kapadvanj,40,2025-11-24
C2048,Wholesale / dealer,Dakor,12,2025-11-25
C2049,Home gardener,Mithapura,1,2025-11-25
C2050,Home gardener,Dakor,12,2025-11-25
C2051,Wholesale / dealer,Sevalia,18,2025-11-26
C2052,Retail farmer,Thasra,9,2025-11-27
C2053,Home gardener,Thasra,9,2025-11-27
C2054,Retail farmer,Dakor,12,2025-11-27
C2055,Wholesale / dealer,Mithapura,1,2025-11-28
C2056,Retail farmer,Dakor,12,2025-11-28
C2057,Retail farmer,Sevalia,18,2025-11-28
C2058,Retail farmer,Thasra,9,2025-11-29
C2059,Retail farmer,Mithapura,1,2025-11-29
C2060,Retail farmer,Umreth,22,2025-11-30
C2061,Retail farmer,Mithapura,1,2025-11-30
C2062,Wholesale / dealer,Umreth,22,2025-11-30
C2063,Retail farmer,Thasra,9,2025-12-01
C2064,Retail farmer,Thasra,9,2025-12-01
C2065,Retail farmer,Jesapura,1,2025-12-03
C2066,Home gardener,Umreth,22,2025-12-04
C2067,Retail farmer,Sevalia,18,2025-12-06
C2068,Retail farmer,Umreth,22,2025-12-07
C2069,Retail farmer,Mahudha,30,2025-12-07
C2070,Retail farmer,Kapadvanj,40,2025-12-07
C2071,Home gardener,Dakor,12,2025-12-08
C2072,Retail farmer,Thasra,9,2025-12-09
C2073,Home gardener,Dakor,12,2025-12-09
C2074,Retail farmer,Thasra,9,2025-12-11
C2075,Retail farmer,Jesapura,1,2025-12-11
C2076,Wholesale / dealer,Jesapura,1,2025-12-13
C2077,Retail farmer,Anand,42,2025-12-13
C2078,Retail farmer,Nadiad,38,2025-12-16
C2079,Retail farmer,Jesapura,1,2025-12-17
C2080,Retail farmer,Dakor,12,2025-12-17
C2081,Retail farmer,Dakor,12,2025-12-17
C2082,Retail farmer,Mithapura,1,2025-12-17
C2083,Wholesale / dealer,Balasinor,28,2025-12-17
C2084,Retail farmer,Anand,42,2025-12-17
C2085,Wholesale / dealer,Kathlal,35,2025-12-17
C2086,Retail farmer,Mahudha,30,2025-12-17
C2087,Home gardener,Anand,42,2025-12-17
C2088,Retail farmer,Dakor,12,2025-12-18
C2089,Retail farmer,Mahudha,30,2025-12-19
C2090,Retail farmer,Dakor,12,2025-12-20
C2091,Retail farmer,Mithapura,1,2025-12-20
C2092,Retail farmer,Dakor,12,2025-12-21
C2093,Retail farmer,Kapadvanj,40,2025-12-21
C2094,Retail farmer,Sevalia,18,2025-12-22
C2095,Retail farmer,Mithapura,1,2025-12-23
C2096,Retail farmer,Jesapura,1,2025-12-24
C2097,Retail farmer,Balasinor,28,2025-12-25
C2098,Retail farmer,Dakor,12,2025-12-26
C2099,Retail farmer,Dakor,12,2025-12-28
C2100,Home gardener,Kapadvanj,40,2025-12-28
C2101,Retail farmer,Mithapura,1,2025-12-31
C2102,Wholesale / dealer,Kapadvanj,40,2025-12-31
C2103,Wholesale / dealer,Jesapura,1,2026-01-01
C2104,Wholesale / dealer,Dakor,12,2026-01-02
C2105,Home gardener,Mithapura,1,2026-01-03
C2106,Retail farmer,Mithapura,1,2026-01-04
C2107,Retail farmer,Anand,42,2026-01-04
C2108,Retail farmer,Mahudha,30,2026-01-06
C2109,Retail farmer,Dakor,12,2026-01-06
C2110,Retail farmer,Anand,42,2026-01-06
C2111,Retail farmer,Balasinor,28,2026-01-07
C2112,Retail farmer,Kapadvanj,40,2026-01-10
C2113,Retail farmer,Kapadvanj,40,2026-01-10
C2114,Retail farmer,Nadiad,38,2026-01-11
C2115,Retail farmer,Sevalia,18,2026-01-12
C2116,Wholesale / dealer,Sevalia,18,2026-01-14
C2117,Retail farmer,Dakor,12,2026-01-15
C2118,Retail farmer,Thasra,9,2026-01-15
C2119,Wholesale / dealer,Nadiad,38,2026-01-16
C2120,Retail farmer,Jesapura,1,2026-01-16
C2121,Retail farmer,Mahudha,30,2026-01-17
C2122,Retail farmer,Jesapura,1,2026-01-17
C2123,Wholesale / dealer,Dakor,12,2026-01-18
C2124,Retail farmer,Nadiad,38,2026-01-19
C2125,Retail farmer,Thasra,9,2026-01-20
C2126,Home gardener,Kathlal,35,2026-01-21
C2127,Retail farmer,Anand,42,2026-01-22
C2128,Retail farmer,Mithapura,1,2026-01-22
C2129,Retail farmer,Kapadvanj,40,2026-01-24
C2130,Home gardener,Jesapura,1,2026-01-24
C2131,Retail farmer,Mahudha,30,2026-01-27
C2132,Retail farmer,Kapadvanj,40,2026-01-27
C2133,Retail farmer,Balasinor,28,2026-01-27
C2134,Retail farmer,Mahudha,30,2026-01-28
C2135,Retail farmer,Nadiad,38,2026-01-28
C2136,Retail farmer,Kapadvanj,40,2026-01-28
C2137,Wholesale / dealer,Umreth,22,2026-01-29
C2138,Home gardener,Kathlal,35,2026-01-30
C2139,Retail farmer,Nadiad,38,2026-01-31
C2140,Retail farmer,Umreth,22,2026-01-31
C2141,Retail farmer,Anand,42,2026-01-31
C2142,Retail farmer,Umreth,22,2026-02-03
C2143,Retail farmer,Mahudha,30,2026-02-03
C2144,Retail farmer,Thasra,9,2026-02-04
C2145,Retail farmer,Mithapura,1,2026-02-05
C2146,Home gardener,Mithapura,1,2026-02-06
C2147,Retail farmer,Kathlal,35,2026-02-06
C2148,Retail farmer,Thasra,9,2026-02-07
C2149,Retail farmer,Anand,42,2026-02-07
C2150,Retail farmer,Umreth,22,2026-02-08
C2151,Retail farmer,Jesapura,1,2026-02-09
C2152,Retail farmer,Dakor,12,2026-02-11
C2153,Retail farmer,Jesapura,1,2026-02-11
C2154,Retail farmer,Jesapura,1,2026-02-13
C2155,Retail farmer,Dakor,12,2026-02-14
C2156,Retail farmer,Kathlal,35,2026-02-15
C2157,Retail farmer,Mithapura,1,2026-02-15
