order_id,order_date,customer_id,customer_type,variety_id,crop,method,quantity,unit_price_inr,discount_pct,revenue_inr,payment_mode,channel,fulfilment
O005703,2026-07-03,C0583,Home gardener,V14,Marigold,Pro-tray,170,1.93,0.0,328.1,Cash,Walk-in,Self pickup
O005704,2026-07-04,C2350,Retail farmer,V04,Chilli,Nursery bed,2600,1.29,0.0,3354.0,UPI,WhatsApp,Self pickup
O005705,2026-07-04,C1469,Retail farmer,V10,Chilli,Pro-tray,1700,1.46,0.0,2482.0,UPI,Walk-in,Self pickup
O005706,2026-07-04,C0026,Retail farmer,V10,Chilli,Pro-tray,1100,1.47,0.0,1617.0,Credit,Phone call,Self pickup
O005707,2026-07-04,C2496,Retail farmer,V06,Chilli,Nursery bed,2800,0.97,0.0,2716.0,Cash,Walk-in,Self pickup
O005708,2026-07-04,C2497,Retail farmer,V02,Chilli,Nursery bed,1400,1.15,0.0,1610.0,Credit,WhatsApp,Self pickup
O005709,2026-07-04,C2498,Retail farmer,V04,Chilli,Nursery bed,1500,1.35,0.0,2025.0,Cash,Phone call,Self pickup
O005710,2026-07-04,C1855,Retail farmer,V01,Chilli,Pro-tray,800,1.67,0.0,1336.0,UPI,Walk-in,Self pickup
O005711,2026-07-04,C2499,Retail farmer,V05,Chilli,Pro-tray,2400,1.76,0.0,4224.0,Credit,Phone call,Self pickup
O005712,2026-07-04,C2426,Wholesale / dealer,V04,Chilli,Pro-tray,3000,1.9,10.8,5084.4,Credit,WhatsApp,Self pickup
O005713,2026-07-04,C2500,Retail farmer,V11,Capsicum,Pro-tray,1300,3.44,0.0,4472.0,Cash,WhatsApp,Self pickup
O005714,2026-07-04,C0705,Retail farmer,V11,Capsicum,Pro-tray,600,3.49,0.0,2094.0,UPI,Phone call,Self pickup
O005715,2026-07-04,C2501,Retail farmer,V12,Tomato,Pro-tray,2200,1.98,0.0,4356.0,Credit,WhatsApp,Self pickup
O005716,2026-07-04,C0475,Wholesale / dealer,V16,Tobacco,Nursery bed,32400,0.13,10.9,3752.89,UPI,Walk-in,Van delivery
O005717,2026-07-04,C2502,Retail farmer,V16,Tobacco,Nursery bed,5600,0.13,0.3,725.82,UPI,Walk-in,Van delivery
O005718,2026-07-05,C2503,Retail farmer,V07,Chilli,Nursery bed,2900,0.98,0.0,2842.0,UPI,WhatsApp,Self pickup
O005719,2026-07-05,C2504,Retail farmer,V04,Chilli,Pro-tray,1500,1.88,0.0,2820.0,Cash,Walk-in,Self pickup
O005720,2026-07-05,C2065,Retail farmer,V04,Chilli,Nursery bed,1600,1.35,0.0,2160.0,Credit,Phone call,Van delivery
O005721,2026-07-05,C2166,Retail farmer,V06,Chilli,Nursery bed,1200,0.96,0.0,1152.0,UPI,Phone call,Self pickup
O005722,2026-07-05,C2505,Retail farmer,V06,Chilli,Pro-tray,1800,1.47,0.0,2646.0,UPI,Walk-in,Self pickup
O005723,2026-07-05,C1523,Retail farmer,V05,Chilli,Nursery bed,3400,1.23,0.0,4182.0,Cash,WhatsApp,Self pickup
O005724,2026-07-05,C1043,Retail farmer,V02,Chilli,Pro-tray,3400,1.6,0.0,5440.0,UPI,Walk-in,Van delivery
O005725,2026-07-05,C2506,Retail farmer,V07,Chilli,Pro-tray,1400,1.38,0.0,1932.0,Cash,Walk-in,Self pickup
O005726,2026-07-05,C1157,Retail farmer,V09,Chilli,Nursery bed,1400,1.34,0.0,1876.0,UPI,Walk-in,Self pickup
O005727,2026-07-05,C0005,Wholesale / dealer,V01,Chilli,Pro-tray,14900,1.71,9.3,23109.45,Credit,Walk-in,Self pickup
O005728,2026-07-05,C2507,Retail farmer,V04,Chilli,Pro-tray,1600,1.86,0.0,2976.0,UPI,Phone call,Self pickup
O005729,2026-07-05,C2491,Wholesale / dealer,V09,Chilli,Pro-tray,9800,1.85,8.7,16552.69,Credit,Walk-in,Van delivery
O005730,2026-07-05,C2508,Retail farmer,V01,Chilli,Pro-tray,4000,1.7,0.0,6800.0,Cash,Walk-in,Van delivery
O005731,2026-07-05,C1802,Retail farmer,V12,Tomato,Pro-tray,1100,2.0,0.0,2200.0,UPI,Walk-in,Self pickup
O005732,2026-07-05,C0147,Retail farmer,V12,Tomato,Pro-tray,1300,1.96,0.0,2548.0,Cash,Phone call,Self pickup
O005733,2026-07-05,C1820,Retail farmer,V12,Tomato,Nursery bed,300,1.39,0.0,417.0,UPI,Walk-in,Van delivery
O005734,2026-07-05,C0239,Retail farmer,V15,Marigold,Pro-tray,1200,1.84,0.0,2208.0,UPI,Phone call,Self pickup
O005735,2026-07-05,C2247,Wholesale / dealer,V16,Tobacco,Nursery bed,120800,0.13,9.0,14290.64,Credit,Walk-in,Van delivery
O005736,2026-07-06,C2061,Retail farmer,V01,Chilli,Pro-tray,1800,1.67,0.0,3006.0,UPI,Walk-in,Self pickup
O005737,2026-07-06,C0551,Wholesale / dealer,V04,Chilli,Nursery bed,8000,1.35,11.7,9536.4,Credit,Phone call,Van delivery
O005738,2026-07-06,C0431,Home gardener,V03,Chilli,Pro-tray,130,1.78,0.0,231.4,Credit,Walk-in,Van delivery
O005739,2026-07-06,C2509,Retail farmer,V02,Chilli,Pro-tray,1100,1.69,0.0,1859.0,Cash,Walk-in,Self pickup
O005740,2026-07-06,C2510,Retail farmer,V08,Chilli,Pro-tray,2600,1.67,0.0,4342.0,Cash,Walk-in,Van delivery
O005741,2026-07-06,C1623,Retail farmer,V10,Chilli,Pro-tray,1400,1.49,0.0,2086.0,UPI,Walk-in,Self pickup
O005742,2026-07-06,C2511,Retail farmer,V03,Chilli,Nursery bed,400,1.27,0.0,508.0,Cash,WhatsApp,Van delivery
O005743,2026-07-06,C1220,Retail farmer,V02,Chilli,Pro-tray,900,1.69,0.0,1521.0,UPI,Walk-in,Self pickup
O005744,2026-07-06,C1056,Wholesale / dealer,V07,Chilli,Nursery bed,8700,0.94,9.4,7409.27,UPI,Phone call,Van delivery
O005745,2026-07-06,C2512,Wholesale / dealer,V09,Chilli,Pro-tray,2400,1.9,8.1,4190.64,UPI,Walk-in,Self pickup
O005746,2026-07-06,C2513,Wholesale / dealer,V15,Marigold,Pro-tray,5600,1.86,10.0,9374.4,UPI,Walk-in,Van delivery
O005747,2026-07-06,C1641,Wholesale / dealer,V14,Marigold,Pro-tray,13100,1.97,10.0,23226.3,Credit,Walk-in,Van delivery
O005748,2026-07-06,C0964,Retail farmer,V16,Tobacco,Nursery bed,13900,0.13,3.1,1750.98,UPI,Phone call,Van delivery
O005749,2026-07-06,C0718,Wholesale / dealer,V16,Tobacco,Nursery bed,37200,0.13,9.0,4400.76,UPI,Phone call,Self pickup
O005750,2026-07-07,C2514,Retail farmer,V10,Chilli,Pro-tray,4400,1.46,0.0,6424.0,Cash,WhatsApp,Self pickup
O005751,2026-07-07,C0926,Wholesale / dealer,V07,Chilli,Pro-tray,3900,1.37,8.8,4872.82,UPI,Walk-in,Self pickup
O005752,2026-07-07,C0432,Retail farmer,V07,Chilli,Pro-tray,3400,1.39,0.0,4726.0,Cash,WhatsApp,Self pickup
O005753,2026-07-07,C0522,Wholesale / dealer,V06,Chilli,Pro-tray,4200,1.47,8.4,5655.38,UPI,Walk-in,Self pickup
O005754,2026-07-07,C0963,Retail farmer,V01,Chilli,Pro-tray,1200,1.72,0.0,2064.0,UPI,Phone call,Self pickup
O005755,2026-07-07,C1836,Retail farmer,V06,Chilli,Pro-tray,1100,1.39,0.0,1529.0,UPI,Walk-in,Self pickup
O005756,2026-07-07,C1491,Retail farmer,V04,Chilli,Nursery bed,700,1.33,0.0,931.0,Cash,Phone call,Self pickup
O005757,2026-07-07,C2515,Wholesale / dealer,V07,Chilli,Pro-tray,8900,1.38,11.4,10881.85,UPI,Walk-in,Van delivery
O005758,2026-07-07,C2516,Retail farmer,V04,Chilli,Pro-tray,1400,1.82,0.0,2548.0,Credit,WhatsApp,Self pickup
O005759,2026-07-07,C2517,Retail farmer,V01,Chilli,Pro-tray,1300,1.75,0.0,2275.0,Cash,Walk-in,Van delivery
O005760,2026-07-07,C2518,Retail farmer,V05,Chilli,Pro-tray,1200,1.71,0.0,2052.0,UPI,Phone call,Self pickup
O005761,2026-07-07,C2102,Wholesale / dealer,V01,Chilli,Pro-tray,9300,1.69,10.9,14003.85,Cash,Walk-in,Van delivery
O005762,2026-07-07,C2519,Wholesale / dealer,V11,Capsicum,Pro-tray,3100,3.46,10.7,9578.32,Credit,Walk-in,Self pickup
O005763,2026-07-07,C1368,Retail farmer,V14,Marigold,Pro-tray,500,2.02,0.0,1010.0,UPI,WhatsApp,Van delivery
O005764,2026-07-07,C2520,Retail farmer,V14,Marigold,Pro-tray,500,1.95,0.0,975.0,UPI,Phone call,Self pickup
O005765,2026-07-07,C0926,Wholesale / dealer,V16,Tobacco,Nursery bed,20000,0.13,11.8,2293.2,UPI,WhatsApp,Van delivery
O005766,2026-07-07,C1560,Retail farmer,V16,Tobacco,Nursery bed,7700,0.13,3.5,965.96,Cash,Walk-in,Van delivery
O005767,2026-07-08,C2521,Retail farmer,V07,Chilli,Nursery bed,1400,0.97,0.0,1358.0,UPI,WhatsApp,Self pickup
O005768,2026-07-08,C0438,Retail farmer,V10,Chilli,Pro-tray,1800,1.49,0.0,2682.0,Cash,Phone call,Self pickup
O005769,2026-07-08,C2522,Retail farmer,V07,Chilli,Pro-tray,1300,1.38,0.0,1794.0,UPI,Phone call,Self pickup
O005770,2026-07-08,C1347,Retail farmer,V06,Chilli,Pro-tray,1200,1.46,0.0,1752.0,Credit,Phone call,Self pickup
O005771,2026-07-08,C2487,Wholesale / dealer,V04,Chilli,Pro-tray,5400,1.91,10.9,9189.77,UPI,WhatsApp,Van delivery
O005772,2026-07-08,C2523,Retail farmer,V08,Chilli,Pro-tray,2100,1.75,0.0,3675.0,Credit,WhatsApp,Self pickup
O005773,2026-07-08,C2524,Wholesale / dealer,V08,Chilli,Pro-tray,7600,1.73,9.3,11925.24,UPI,Phone call,Van delivery
O005774,2026-07-08,C1324,Wholesale / dealer,V07,Chilli,Pro-tray,11000,1.37,8.3,13819.19,Cash,Walk-in,Self pickup
O005775,2026-07-08,C2525,Retail farmer,V06,Chilli,Nursery bed,600,1.01,0.0,606.0,UPI,WhatsApp,Self pickup
O005776,2026-07-08,C2526,Retail farmer,V12,Tomato,Pro-tray,1000,2.03,0.0,2030.0,UPI,Walk-in,Van delivery
O005777,2026-07-08,C0638,Wholesale / dealer,V12,Tomato,Pro-tray,4200,2.03,11.6,7536.98,Credit,WhatsApp,Self pickup
O005778,2026-07-08,C1519,Wholesale / dealer,V15,Marigold,Nursery bed,4400,1.36,11.4,5301.82,UPI,Walk-in,Self pickup
O005779,2026-07-08,C2453,Wholesale / dealer,V16,Tobacco,Nursery bed,44900,0.13,9.7,5270.81,UPI,WhatsApp,Van delivery
O005780,2026-07-08,C2527,Wholesale / dealer,V16,Tobacco,Nursery bed,14500,0.14,9.4,1839.18,UPI,Phone call,Van delivery
O005781,2026-07-09,C1168,Retail farmer,V01,Chilli,Pro-tray,1400,1.66,0.0,2324.0,UPI,Walk-in,Self pickup
O005782,2026-07-09,C2226,Retail farmer,V06,Chilli,Pro-tray,600,1.44,0.0,864.0,UPI,Walk-in,Self pickup
O005783,2026-07-09,C1459,Retail farmer,V08,Chilli,Pro-tray,3100,1.69,0.0,5239.0,Credit,Phone call,Self pickup
O005784,2026-07-09,C1606,Retail farmer,V06,Chilli,Nursery bed,2900,1.01,0.0,2929.0,UPI,WhatsApp,Self pickup
O005785,2026-07-09,C2528,Retail farmer,V01,Chilli,Pro-tray,1800,1.73,0.0,3114.0,Cash,Walk-in,Van delivery
O005786,2026-07-09,C1497,Wholesale / dealer,V04,Chilli,Pro-tray,8300,1.84,10.9,13607.35,UPI,Walk-in,Self pickup
O005787,2026-07-09,C2529,Retail farmer,V05,Chilli,Pro-tray,2000,1.77,0.0,3540.0,Credit,Walk-in,Self pickup
O005788,2026-07-09,C2530,Retail farmer,V06,Chilli,Pro-tray,1200,1.46,0.0,1752.0,UPI,Walk-in,Van delivery
O005789,2026-07-09,C2531,Home gardener,V10,Chilli,Pro-tray,20,1.52,0.0,30.4,Cash,Phone call,Self pickup
O005790,2026-07-09,C2532,Wholesale / dealer,V01,Chilli,Pro-tray,7800,1.68,9.5,11859.12,UPI,Phone call,Self pickup
O005791,2026-07-09,C2168,Retail farmer,V07,Chilli,Nursery bed,2600,0.97,0.0,2522.0,Cash,Phone call,Self pickup
O005792,2026-07-09,C1123,Retail farmer,V04,Chilli,Pro-tray,1500,1.87,0.0,2805.0,Credit,Phone call,Self pickup
O005793,2026-07-09,C2533,Retail farmer,V07,Chilli,Pro-tray,900,1.35,0.0,1215.0,UPI,Phone call,Self pickup
O005794,2026-07-09,C2510,Retail farmer,V11,Capsicum,Pro-tray,700,3.52,0.0,2464.0,Credit,Walk-in,Self pickup
O005795,2026-07-09,C2534,Retail farmer,V12,Tomato,Pro-tray,1600,1.98,0.0,3168.0,UPI,Phone call,Self pickup
O005796,2026-07-09,C1844,Wholesale / dealer,V14,Marigold,Pro-tray,2200,1.93,10.9,3783.19,UPI,Walk-in,Self pickup
O005797,2026-07-09,C1119,Retail farmer,V15,Marigold,Nursery bed,1900,1.34,0.0,2546.0,UPI,Phone call,Self pickup
O005798,2026-07-09,C2535,Home gardener,V14,Marigold,Pro-tray,150,2.0,0.0,300.0,UPI,Phone call,Self pickup
O005799,2026-07-09,C0085,Retail farmer,V15,Marigold,Pro-tray,2400,1.87,0.0,4488.0,Credit,Phone call,Self pickup
O005800,2026-07-09,C2536,Retail farmer,V16,Tobacco,Nursery bed,9200,0.13,3.2,1157.73,Cash,Walk-in,Van delivery
O005801,2026-07-09,C1728,Wholesale / dealer,V16,Tobacco,Nursery bed,28400,0.13,11.3,3274.8,Credit,Walk-in,Self pickup
O005802,2026-07-10,C2198,Wholesale / dealer,V05,Chilli,Pro-tray,4700,1.78,8.9,7621.43,Credit,Walk-in,Self pickup
O005803,2026-07-10,C2409,Retail farmer,V05,Chilli,Pro-tray,500,1.78,0.0,890.0,Cash,Walk-in,Self pickup
O005804,2026-07-10,C0462,Retail farmer,V09,Chilli,Pro-tray,2400,1.92,0.0,4608.0,UPI,Walk-in,Self pickup
O005805,2026-07-10,C2537,Retail farmer,V02,Chilli,Pro-tray,1000,1.7,0.0,1700.0,Cash,Phone call,Self pickup
O005806,2026-07-10,C2031,Retail farmer,V08,Chilli,Pro-tray,2900,1.74,0.0,5046.0,UPI,Walk-in,Self pickup
O005807,2026-07-10,C1490,Retail farmer,V03,Chilli,Pro-tray,1200,1.82,0.0,2184.0,Cash,Walk-in,Van delivery
O005808,2026-07-10,C1015,Retail farmer,V07,Chilli,Pro-tray,1500,1.39,0.0,2085.0,UPI,Walk-in,Self pickup
O005809,2026-07-10,C2538,Retail farmer,V06,Chilli,Nursery bed,700,0.99,0.0,693.0,Cash,Walk-in,Self pickup
O005810,2026-07-10,C1787,Retail farmer,V05,Chilli,Pro-tray,4200,1.77,0.0,7434.0,Credit,Phone call,Self pickup
O005811,2026-07-10,C2539,Retail farmer,V11,Capsicum,Pro-tray,1400,3.45,0.0,4830.0,Cash,Phone call,Self pickup
O005812,2026-07-10,C1854,Retail farmer,V13,Brinjal,Pro-tray,1400,1.29,0.0,1806.0,UPI,Walk-in,Self pickup
O005813,2026-07-10,C2540,Retail farmer,V13,Brinjal,Nursery bed,900,0.91,0.0,819.0,Cash,Phone call,Self pickup
O005814,2026-07-10,C1279,Retail farmer,V13,Brinjal,Nursery bed,300,0.88,0.0,264.0,Cash,WhatsApp,Self pickup
O005815,2026-07-10,C0780,Retail farmer,V15,Marigold,Pro-tray,900,1.9,0.0,1710.0,Cash,WhatsApp,Self pickup
O005816,2026-07-10,C2541,Retail farmer,V15,Marigold,Nursery bed,700,1.35,0.0,945.0,UPI,Walk-in,Self pickup
O005817,2026-07-10,C1756,Retail farmer,V14,Marigold,Pro-tray,1300,2.03,0.0,2639.0,Cash,Phone call,Self pickup
O005818,2026-07-10,C1088,Wholesale / dealer,V15,Marigold,Pro-tray,5800,1.81,10.5,9395.71,UPI,WhatsApp,Van delivery
O005819,2026-07-10,C2542,Retail farmer,V16,Tobacco,Nursery bed,5500,0.13,2.5,697.12,UPI,Walk-in,Self pickup
O005820,2026-07-10,C1518,Retail farmer,V16,Tobacco,Nursery bed,8500,0.13,1.8,1085.11,Cash,Phone call,Van delivery
O005821,2026-07-11,C0392,Retail farmer,V01,Chilli,Pro-tray,1600,1.71,0.0,2736.0,UPI,Walk-in,Self pickup
O005822,2026-07-11,C0464,Retail farmer,V03,Chilli,Pro-tray,1200,1.8,0.0,2160.0,UPI,Walk-in,Self pickup
O005823,2026-07-11,C2543,Retail farmer,V07,Chilli,Nursery bed,1800,0.99,0.0,1782.0,UPI,Walk-in,Self pickup
O005824,2026-07-11,C0163,Retail farmer,V05,Chilli,Pro-tray,1800,1.72,0.0,3096.0,UPI,WhatsApp,Self pickup
O005825,2026-07-11,C2544,Retail farmer,V08,Chilli,Pro-tray,500,1.66,0.0,830.0,Credit,Walk-in,Self pickup
O005826,2026-07-11,C2545,Retail farmer,V08,Chilli,Pro-tray,1400,1.74,0.0,2436.0,Credit,WhatsApp,Self pickup
O005827,2026-07-11,C1361,Retail farmer,V02,Chilli,Nursery bed,700,1.14,0.0,798.0,Credit,Walk-in,Self pickup
O005828,2026-07-11,C1489,Retail farmer,V04,Chilli,Pro-tray,2700,1.89,0.0,5103.0,Cash,Phone call,Van delivery
O005829,2026-07-11,C0182,Wholesale / dealer,V04,Chilli,Nursery bed,11800,1.35,10.2,14305.14,Credit,Walk-in,Van delivery
O005830,2026-07-11,C2546,Wholesale / dealer,V05,Chilli,Pro-tray,4200,1.76,9.5,6689.76,UPI,WhatsApp,Self pickup
O005831,2026-07-11,C0116,Retail farmer,V06,Chilli,Pro-tray,700,1.4,0.0,980.0,Cash,Walk-in,Self pickup
O005832,2026-07-11,C0640,Wholesale / dealer,V10,Chilli,Pro-tray,10800,1.51,8.9,14856.59,Credit,Walk-in,Van delivery
O005833,2026-07-11,C1176,Wholesale / dealer,V13,Brinjal,Pro-tray,5800,1.31,10.4,6807.81,Credit,WhatsApp,Van delivery
O005834,2026-07-11,C2547,Retail farmer,V13,Brinjal,Nursery bed,500,0.89,0.0,445.0,Credit,Phone call,Self pickup
O005835,2026-07-11,C1705,Wholesale / dealer,V13,Brinjal,Pro-tray,6600,1.32,9.9,7849.51,UPI,Walk-in,Van delivery
O005836,2026-07-11,C2451,Retail farmer,V14,Marigold,Pro-tray,2600,1.97,0.0,5122.0,UPI,Phone call,Self pickup
O005837,2026-07-11,C0056,Retail farmer,V16,Tobacco,Nursery bed,7600,0.13,0.3,985.04,Cash,Walk-in,Van delivery
O005838,2026-07-11,C0111,Retail farmer,V16,Tobacco,Nursery bed,20700,0.13,0.9,2666.78,Cash,Walk-in,Van delivery
O005839,2026-07-12,C2358,Wholesale / dealer,V03,Chilli,Nursery bed,8000,1.23,10.9,8767.44,Credit,Walk-in,Van delivery
O005840,2026-07-12,C2548,Home gardener,V01,Chilli,Pro-tray,180,1.67,0.0,300.6,UPI,Walk-in,Van delivery
O005841,2026-07-12,C2549,Retail farmer,V07,Chilli,Pro-tray,1300,1.39,0.0,1807.0,Cash,Walk-in,Self pickup
O005842,2026-07-12,C0937,Retail farmer,V05,Chilli,Pro-tray,1000,1.77,0.0,1770.0,UPI,WhatsApp,Self pickup
O005843,2026-07-12,C2550,Retail farmer,V04,Chilli,Pro-tray,1400,1.9,0.0,2660.0,UPI,WhatsApp,Self pickup
O005844,2026-07-12,C2551,Wholesale / dealer,V03,Chilli,Pro-tray,5200,1.87,10.5,8702.98,UPI,WhatsApp,Van delivery
O005845,2026-07-12,C2007,Retail farmer,V07,Chilli,Pro-tray,1900,1.39,0.0,2641.0,UPI,WhatsApp,Self pickup
O005846,2026-07-12,C2552,Retail farmer,V06,Chilli,Pro-tray,3200,1.39,0.0,4448.0,Cash,Walk-in,Self pickup
O005847,2026-07-12,C2553,Retail farmer,V03,Chilli,Nursery bed,1000,1.29,0.0,1290.0,UPI,Walk-in,Self pickup
O005848,2026-07-12,C2554,Retail farmer,V07,Chilli,Pro-tray,1100,1.4,0.0,1540.0,UPI,Walk-in,Self pickup
O005849,2026-07-12,C2555,Retail farmer,V05,Chilli,Pro-tray,600,1.75,0.0,1050.0,UPI,WhatsApp,Self pickup
O005850,2026-07-12,C2556,Retail farmer,V11,Capsicum,Pro-tray,1000,3.57,0.0,3570.0,UPI,Phone call,Self pickup
O005851,2026-07-12,C2044,Retail farmer,V13,Brinjal,Pro-tray,1300,1.32,0.0,1716.0,UPI,Phone call,Self pickup
O005852,2026-07-12,C1770,Retail farmer,V14,Marigold,Pro-tray,2300,1.95,0.0,4485.0,Credit,Phone call,Self pickup
O005853,2026-07-12,C2037,Retail farmer,V15,Marigold,Pro-tray,1200,1.9,0.0,2280.0,Cash,Phone call,Self pickup
O005854,2026-07-12,C0082,Retail farmer,V14,Marigold,Pro-tray,200,2.02,0.0,404.0,UPI,Walk-in,Self pickup
O005855,2026-07-12,C1561,Retail farmer,V14,Marigold,Pro-tray,1600,1.95,0.0,3120.0,Cash,Walk-in,Self pickup
O005856,2026-07-12,C2029,Retail farmer,V16,Tobacco,Nursery bed,9700,0.13,1.9,1237.04,Cash,Walk-in,Van delivery
O005857,2026-07-12,C0847,Wholesale / dealer,V16,Tobacco,Nursery bed,156400,0.14,8.6,20012.94,Credit,Walk-in,Van delivery
O005858,2026-07-12,C2367,Retail farmer,V16,Tobacco,Nursery bed,8400,0.13,3.2,1057.06,Cash,WhatsApp,Van delivery
O005859,2026-07-12,C2290,Retail farmer,V16,Tobacco,Nursery bed,4700,0.13,0.0,611.0,UPI,Phone call,Van delivery
O005860,2026-07-13,C1176,Wholesale / dealer,V02,Chilli,Pro-tray,4500,1.62,9.7,6582.87,Credit,Walk-in,Self pickup
O005861,2026-07-13,C1274,Retail farmer,V08,Chilli,Pro-tray,3400,1.68,0.0,5712.0,UPI,Phone call,Self pickup
O005862,2026-07-13,C1377,Retail farmer,V03,Chilli,Pro-tray,2400,1.82,0.0,4368.0,UPI,WhatsApp,Self pickup
O005863,2026-07-13,C2557,Retail farmer,V09,Chilli,Pro-tray,5200,1.83,0.3,9487.45,UPI,Walk-in,Van delivery
O005864,2026-07-13,C1610,Home gardener,V04,Chilli,Pro-tray,110,1.82,0.0,200.2,UPI,Walk-in,Self pickup
O005865,2026-07-13,C1124,Retail farmer,V04,Chilli,Nursery bed,1300,1.36,0.0,1768.0,Cash,WhatsApp,Self pickup
O005866,2026-07-13,C0644,Retail farmer,V08,Chilli,Pro-tray,1400,1.74,0.0,2436.0,UPI,Phone call,Self pickup
O005867,2026-07-13,C2558,Retail farmer,V10,Chilli,Pro-tray,1800,1.45,0.0,2610.0,UPI,WhatsApp,Self pickup
O005868,2026-07-13,C2559,Retail farmer,V06,Chilli,Pro-tray,3100,1.45,0.0,4495.0,UPI,Phone call,Self pickup
O005869,2026-07-13,C2560,Retail farmer,V01,Chilli,Nursery bed,1400,1.17,0.0,1638.0,Credit,Phone call,Self pickup
O005870,2026-07-13,C0254,Retail farmer,V05,Chilli,Nursery bed,1000,1.23,0.0,1230.0,UPI,Phone call,Van delivery
O005871,2026-07-13,C2561,Retail farmer,V12,Tomato,Pro-tray,1900,1.98,0.0,3762.0,UPI,Walk-in,Van delivery
O005872,2026-07-13,C2562,Home gardener,V12,Tomato,Pro-tray,70,2.0,0.0,140.0,UPI,Phone call,Self pickup
O005873,2026-07-13,C2563,Retail farmer,V12,Tomato,Pro-tray,1300,1.93,0.0,2509.0,Cash,WhatsApp,Self pickup
O005874,2026-07-13,C0985,Retail farmer,V12,Tomato,Nursery bed,900,1.38,0.0,1242.0,UPI,Phone call,Self pickup
O005875,2026-07-13,C2124,Retail farmer,V14,Marigold,Pro-tray,1600,1.94,0.0,3104.0,UPI,Walk-in,Self pickup
O005876,2026-07-13,C2389,Retail farmer,V14,Marigold,Pro-tray,1300,1.92,0.0,2496.0,UPI,WhatsApp,Self pickup
O005877,2026-07-13,C2300,Retail farmer,V16,Tobacco,Nursery bed,8500,0.13,1.9,1084.0,Cash,Walk-in,Van delivery
O005878,2026-07-13,C0581,Wholesale / dealer,V16,Tobacco,Nursery bed,34900,0.13,8.3,4160.43,Credit,Walk-in,Self pickup
O005879,2026-07-14,C2119,Wholesale / dealer,V08,Chilli,Nursery bed,6200,1.21,8.0,6901.84,UPI,WhatsApp,Van delivery
O005880,2026-07-14,C2564,Retail farmer,V04,Chilli,Pro-tray,1600,1.91,0.0,3056.0,UPI,Walk-in,Self pickup
O005881,2026-07-14,C2565,Retail farmer,V02,Chilli,Pro-tray,1100,1.66,0.0,1826.0,UPI,WhatsApp,Self pickup
O005882,2026-07-14,C2566,Retail farmer,V02,Chilli,Pro-tray,1100,1.66,0.0,1826.0,UPI,Phone call,Self pickup
O005883,2026-07-14,C2567,Retail farmer,V10,Chilli,Pro-tray,1100,1.52,0.0,1672.0,Credit,Walk-in,Self pickup
O005884,2026-07-14,C1736,Wholesale / dealer,V08,Chilli,Pro-tray,8000,1.7,11.9,11981.6,UPI,Phone call,Van delivery
O005885,2026-07-14,C2568,Retail farmer,V01,Chilli,Pro-tray,1700,1.67,0.0,2839.0,UPI,WhatsApp,Self pickup
O005886,2026-07-14,C2569,Retail farmer,V03,Chilli,Pro-tray,1300,1.87,0.0,2431.0,UPI,WhatsApp,Self pickup
O005887,2026-07-14,C2570,Retail farmer,V06,Chilli,Pro-tray,1900,1.45,0.0,2755.0,UPI,Walk-in,Self pickup
O005888,2026-07-14,C1621,Wholesale / dealer,V04,Chilli,Pro-tray,8400,1.84,9.4,14003.14,UPI,WhatsApp,Van delivery
O005889,2026-07-14,C2140,Retail farmer,V02,Chilli,Pro-tray,3500,1.66,0.0,5810.0,UPI,Walk-in,Self pickup
O005890,2026-07-14,C2546,Wholesale / dealer,V01,Chilli,Pro-tray,10500,1.73,10.2,16312.17,UPI,Walk-in,Van delivery
O005891,2026-07-14,C1819,Retail farmer,V03,Chilli,Pro-tray,1500,1.86,0.0,2790.0,Cash,WhatsApp,Self pickup
O005892,2026-07-14,C0205,Retail farmer,V11,Capsicum,Pro-tray,1300,3.45,0.0,4485.0,UPI,Walk-in,Self pickup
O005893,2026-07-14,C1899,Retail farmer,V12,Tomato,Pro-tray,1200,2.01,0.0,2412.0,UPI,Walk-in,Van delivery
O005894,2026-07-14,C2083,Wholesale / dealer,V12,Tomato,Pro-tray,3500,1.96,12.0,6036.8,Credit,WhatsApp,Self pickup
O005895,2026-07-14,C0667,Retail farmer,V12,Tomato,Nursery bed,1200,1.41,0.0,1692.0,UPI,Phone call,Van delivery
O005896,2026-07-14,C2571,Retail farmer,V15,Marigold,Pro-tray,1600,1.91,0.0,3056.0,UPI,WhatsApp,Self pickup
O005897,2026-07-14,C0125,Wholesale / dealer,V15,Marigold,Pro-tray,12500,1.83,9.6,20679.0,UPI,Walk-in,Van delivery
O005898,2026-07-14,C0004,Retail farmer,V16,Tobacco,Nursery bed,17800,0.13,2.3,2260.78,UPI,Walk-in,Van delivery
O005899,2026-07-15,C2572,Retail farmer,V04,Chilli,Pro-tray,1400,1.83,0.0,2562.0,UPI,Phone call,Van delivery
O005900,2026-07-15,C2573,Retail farmer,V09,Chilli,Pro-tray,1300,1.92,0.0,2496.0,Cash,WhatsApp,Self pickup
O005901,2026-07-15,C2574,Retail farmer,V01,Chilli,Pro-tray,5700,1.69,3.8,9266.95,UPI,Phone call,Van delivery
O005902,2026-07-15,C1349,Retail farmer,V04,Chilli,Nursery bed,2200,1.34,0.0,2948.0,UPI,Phone call,Self pickup
